,test/loss/total,_step,_runtime,train/loss/0,train/loss/5,train/loss/8,test/accuracy/5,test/accuracy/9,train/accuracy/5,train/loss/total,train/accuracy/total,test/accuracy/0,test/accuracy/8,train/accuracy/3,test/loss/0,test/loss/2,test/accuracy/2,test/accuracy/7,train/accuracy/2,train/loss/1,train/loss/3,train/loss/9,test/accuracy/1,test/accuracy/4,test/loss/7,test/loss/9,test/accuracy/6,train/accuracy/4,train/accuracy/9,test/loss/3,test/loss/8,train/loss/2,train/accuracy/0,train/accuracy/7,train/accuracy/8,train/accuracy/6,_timestamp,test/loss/1,test/loss/6,train/loss/6,train/loss/7,test/accuracy/3,train/accuracy/1,test/loss/4,test/loss/5,train/loss/4,test/accuracy/total
11,7.34440803527832,264,7.830540180206299,0.061304450035095215,8.520319938659668,10.177661895751953,0.0,0.0,0.0,7.258793830871582,0.20968332886695862,0.9948979616165161,0.0,0.0,0.04827297851443291,9.160015106201172,0.0,0.0,0.0,0.07265818119049072,9.102389335632324,9.489904403686523,0.9991189241409302,0.0,8.26361083984375,9.623414993286133,0.0,0.0,0.0,9.191530227661133,10.352924346923828,9.081254005432129,0.9885193109512329,0.0,0.0,0.0,1681588413.868735,0.0665857270359993,9.807013511657715,9.565546989440918,8.26236629486084,0.0,0.9976268410682678,9.352373123168945,8.651009559631348,9.27688217163086,0.21089999377727509
12,8.664612770080566,288,8.369548559188843,0.037614040076732635,9.99669361114502,11.976633071899414,0.0,0.0,0.0,8.561684608459473,0.20980000495910645,0.9948979616165161,0.0,0.0,0.02400454692542553,10.861969947814941,0.0,0.0,0.0,0.02992982789874077,10.694265365600586,11.197064399719238,0.9991189241409302,0.0,9.79776382446289,11.356634140014648,0.0,0.0,0.0,10.792447090148926,12.173020362854004,10.762248992919922,0.9895323514938354,0.0,0.0,0.0,1681588414.4077435,0.025334374979138374,11.659786224365234,11.337896347045898,9.805418014526367,0.0,0.997775137424469,11.069204330444336,10.152939796447754,10.98617172241211,0.21089999377727509
13,9.403800010681152,312,8.932507514953613,0.025832459330558777,10.837258338928223,12.928478240966797,0.0,0.0,0.0,9.289974212646484,0.21005000174045563,0.9959183931350708,0.0,0.0,0.014082865789532661,11.79388427734375,0.0,0.0,0.0,0.0233441349118948,11.564360618591309,12.147719383239746,0.9982379078865051,0.0,10.645125389099121,12.3261137008667,0.0,0.0,0.0,11.661373138427734,13.142050743103027,11.688118934631348,0.9925713539123535,0.0,0.0,0.0,1681588414.9707024,0.018593700602650642,12.7487154006958,12.358684539794922,10.663339614868164,0.0,0.9973301887512207,12.056126594543457,11.009906768798828,11.97270679473877,0.21089999377727509
14,9.891806602478027,336,9.449091911315918,0.023765215650200844,11.386130332946777,13.582149505615234,0.0,0.0,0.0,9.771479606628418,0.21005000174045563,0.9959183931350708,0.0,0.0,0.011895991861820221,12.422605514526367,0.0,0.0,0.0,0.01750020869076252,12.148406028747559,12.776381492614746,0.9982379078865051,0.0,11.213478088378906,12.966150283813477,0.0,0.0,0.0,12.247039794921875,13.80182933807373,12.308127403259277,0.9924024939537048,0.0,0.0,0.0,1681588415.4872868,0.013034544885158539,13.44298267364502,13.017932891845703,11.235856056213379,0.0,0.9974784851074219,12.679696083068848,11.568212509155273,12.59559440612793,0.21089999377727509
15,10.339456558227539,360,9.981211423873901,0.01564721204340458,11.919425010681152,14.097013473510742,0.0,0.0,0.0,10.210348129272461,0.21016666293144226,0.9989795684814453,0.0,0.0,0.006756627932190895,12.954582214355469,0.0,0.0,0.0,0.02083025686442852,12.659832954406738,13.348700523376465,0.9982379078865051,0.0,11.699334144592285,13.557347297668457,0.0,0.0,0.0,12.752978324890137,14.339874267578125,12.845900535583496,0.9947661757469177,0.0,0.0,0.0,1681588416.0194063,0.015284894965589046,14.166091918945312,13.677165031433105,11.733470916748047,0.0,0.9964402318000793,13.309556007385254,12.114954948425293,13.227416038513184,0.21119999885559082
16,10.516704559326172,384,10.490403175354004,0.02316337078809738,12.072163581848145,14.436735153198242,0.0,0.0,0.0,10.38832950592041,0.21005000174045563,0.9948979616165161,0.0,0.0,0.010570325888693333,13.248055458068848,0.0,0.0,0.0,0.011811787262558937,12.906020164489746,13.58206558227539,0.9982379078865051,0.0,11.94900894165039,13.784503936767578,0.0,0.0,0.0,13.009525299072266,14.662997245788574,13.118907928466797,0.9920648336410522,0.0,0.0,0.0,1681588416.528598,0.007905252277851105,14.303162574768066,13.841509819030762,11.9746732711792,0.0,0.997775137424469,13.461991310119629,12.26467227935791,13.3765869140625,0.21080000698566437
17,10.819522857666016,408,11.022727251052856,0.0170254148542881,12.43773078918457,14.76943588256836,0.0,0.0,0.0,10.684967041015625,0.2102166712284088,0.9989795684814453,0.0,0.0,0.0069403317756950855,13.601346015930176,0.0,0.0,0.0,0.014061798341572285,13.248395919799805,13.97114372253418,0.9982379078865051,0.0,12.272675514221191,14.188630104064941,0.0,0.0,0.0,13.346047401428223,15.012821197509766,13.477916717529297,0.9944285154342651,0.0,0.0,0.0,1681588417.0609221,0.00937181431800127,14.804791450500488,14.294785499572754,12.308194160461426,0.0,0.9971818327903748,13.899260520935059,12.639573097229004,13.815887451171875,0.21119999885559082
18,10.972740173339844,432,11.568889617919922,0.018649408593773842,12.58689022064209,15.010246276855469,0.0,0.0,0.0,10.836812973022461,0.2102166712284088,0.9979591965675354,0.0,0.0,0.007633502595126629,13.829833030700684,0.0,0.0,0.0,0.011330459266901016,13.447542190551758,14.17252254486084,0.9982379078865051,0.0,12.468088150024414,14.39018440246582,0.0,0.0,0.0,13.550277709960938,15.251401901245117,13.69765853881836,0.9939219951629639,0.0,0.0,0.0,1681588417.6070845,0.007221258711069822,14.969674110412598,14.463802337646484,12.501248359680176,0.0,0.9976268410682678,14.06592082977295,12.789365768432617,13.98090648651123,0.2110999971628189
19,11.16940975189209,456,12.115957736968994,0.015609566122293472,12.823822021484375,15.230433464050293,0.0,0.0,0.0,11.029580116271973,0.2102833390235901,0.9989795684814453,0.0,0.0,0.005933202803134918,14.06519603729248,0.0,0.0,0.0,0.012379296123981476,13.673492431640625,14.422565460205078,0.9982379078865051,0.0,12.6784029006958,14.64959716796875,0.0,0.0,0.0,13.773214340209961,15.48275375366211,13.935369491577148,0.9947661757469177,0.0,0.0,0.0,1681588418.1541526,0.007865413092076778,15.299029350280762,14.763522148132324,12.717278480529785,0.0,0.9974784851074219,14.335404396057129,13.03166675567627,14.25273323059082,0.21119999885559082
20,11.28399658203125,480,12.68497085571289,0.01807929202914238,12.91872787475586,15.430716514587402,0.0,0.0,0.0,11.143533706665039,0.21025000512599945,0.9969387650489807,0.0,0.0,0.007069336250424385,14.251936912536621,0.0,0.0,0.0,0.009716575965285301,13.829154968261719,14.575237274169922,0.9982379078865051,0.0,12.836697578430176,14.800012588500977,0.0,0.0,0.0,13.935188293457031,15.678126335144043,14.112190246582031,0.9940908551216125,0.0,0.0,0.0,1681588418.7231658,0.005868637003004551,15.389995574951172,14.865863800048828,12.871716499328613,0.0,0.997775137424469,14.452168464660645,13.125964164733887,14.366539001464844,0.210999995470047
21,11.49681568145752,504,13.256909370422363,0.014522585086524487,13.184306144714355,15.65728759765625,0.0,0.0,0.0,11.351848602294922,0.21031667292118073,0.9989795684814453,0.0,0.0,0.005225634202361107,14.493461608886719,0.0,0.0,0.0,0.011270850896835327,14.068037986755371,14.849576950073242,0.9982379078865051,0.0,13.060882568359375,15.086817741394043,0.0,0.0,0.0,14.169414520263672,15.917359352111816,14.358421325683594,0.9949349761009216,0.0,0.0,0.0,1681588419.2951043,0.006826458033174276,15.752065658569336,15.192290306091309,13.103645324707031,0.0,0.9976268410682678,14.757928848266602,13.398510932922363,14.67390251159668,0.21119999885559082
22,11.5909423828125,528,13.808045864105225,0.014271258376538754,13.284850120544434,15.785112380981445,0.0,0.0,0.0,11.444543838500977,0.21033333241939545,0.9989795684814453,0.0,0.0,0.005069340579211712,14.624624252319336,0.0,0.0,0.0,0.010702469386160374,14.185843467712402,14.972166061401367,0.9982379078865051,0.0,13.17308521270752,15.211898803710938,0.0,0.0,0.0,14.288578987121582,16.04762840270996,14.486651420593262,0.9951038360595703,0.0,0.0,0.0,1681588419.8462408,0.006375092547386885,15.87450885772705,15.310239791870117,13.216300010681152,0.0,0.9976268410682678,14.869729995727539,13.50017261505127,14.785966873168945,0.21119999885559082
23,11.63827896118164,552,14.39835786819458,0.01582026481628418,13.303253173828125,15.887514114379883,0.0,0.0,0.0,11.491787910461426,0.21031667292118073,0.9969387650489807,0.0,0.0,0.005750612355768681,14.727899551391602,0.0,0.0,0.0,0.008918670006096363,14.260581016540527,15.03500747680664,0.9982379078865051,0.0,13.247980117797852,15.270986557006836,0.0,0.0,0.0,14.36902141571045,16.14746856689453,14.582149505615234,0.9947661757469177,0.0,0.0,0.0,1681588420.4365528,0.005150985904037952,15.884075164794922,15.3323392868042,13.287209510803223,0.0,0.997775137424469,14.898883819580078,13.516562461853027,14.813796043395996,0.210999995470047
24,11.811989784240723,576,14.97038197517395,0.012192492373287678,13.526192665100098,16.05473518371582,0.0,0.0,0.0,11.661396980285645,0.21043333411216736,1.0,0.0,0.0,0.003992962185293436,14.915313720703125,0.0,0.0,0.0,0.011045001447200775,14.453049659729004,15.259435653686523,0.9982379078865051,0.0,13.416943550109863,15.507562637329102,0.0,0.0,0.0,14.556547164916992,16.329898834228516,14.777453422546387,0.9962856769561768,0.0,0.0,0.0,1681588421.0085769,0.006586055736988783,16.198442459106445,15.61290454864502,13.46462345123291,0.0,0.9974784851074219,15.162003517150879,13.746109008789062,15.078436851501465,0.21130000054836273
25,0.04746371507644653,13008,292.17135548591614,0.02083250880241394,0.05885471776127815,0.05433176830410957,0.9876681566238403,0.9712586998939514,0.9809998273849487,0.04767468199133873,0.9854999780654907,0.9928571581840515,0.9815195202827454,0.9810797572135925,0.025729749351739883,0.049964744597673416,0.9844961166381836,0.9824903011322021,0.9830480217933655,0.03314166143536568,0.05915648490190506,0.0938650444149971,0.9920704960823059,0.9908350110054016,0.05565543472766876,0.0840998962521553,0.9780793190002441,0.9919548034667969,0.9736090302467346,0.038674820214509964,0.058460600674152374,0.05171379819512367,0.9940908551216125,0.9856345057487488,0.982225239276886,0.9922270774841309,1681588698.2095504,0.027784449979662895,0.061264704912900925,0.027648786082863808,0.04346463456749916,0.986138641834259,0.9894689917564392,0.025731924921274185,0.04965238273143768,0.03621509298682213,0.9847999811172485
26,11.930914878845215,624,16.062711715698242,0.013076981529593468,13.630334854125977,16.248104095458984,0.0,0.0,0.0,11.77901840209961,0.21044999361038208,1.0,0.0,0.0,0.004346104804426432,15.114014625549316,0.0,0.0,0.0,0.009050681255757809,14.616013526916504,15.413411140441895,0.9982379078865051,0.0,13.575984001159668,15.660726547241211,0.0,0.0,0.0,14.725223541259766,16.523529052734375,14.966554641723633,0.9959480166435242,0.0,0.0,0.0,1681588422.1009066,0.005166338291019201,16.313234329223633,15.733963966369629,13.620375633239746,0.0,0.9979234933853149,15.270732879638672,13.848936080932617,15.187231063842773,0.21130000054836273
27,12.159879684448242,648,16.644166469573975,0.008322279900312424,13.946792602539062,16.440101623535156,0.0,0.0,0.0,12.001803398132324,0.21044999361038208,1.0,0.0,0.0,0.002312897238880396,15.32790756225586,0.0,0.0,0.0,0.013994762673974037,14.858783721923828,15.709148406982422,0.9982379078865051,0.0,13.776620864868164,15.976362228393555,0.0,0.0,0.0,14.960884094238281,16.741785049438477,15.197379112243652,0.9974675178527832,0.0,0.0,0.0,1681588422.6823614,0.00864369049668312,16.762714385986328,16.131763458251953,13.83557415008545,0.0,0.9965885281562805,15.645393371582031,14.177519798278809,15.563398361206055,0.21130000054836273
28,12.101434707641602,672,17.181947469711304,0.013315499760210514,13.811200141906738,16.482467651367188,0.0,0.0,0.0,11.946709632873535,0.21044999361038208,0.9979591965675354,0.0,0.0,0.004510498605668545,15.350531578063965,0.0,0.0,0.0,0.008032375946640968,14.823626518249512,15.637194633483887,0.9982379078865051,0.0,13.788368225097656,15.88945484161377,0.0,0.0,0.0,14.935711860656738,16.75948143005371,15.196087837219238,0.9959480166435242,0.0,0.0,0.0,1681588423.2201424,0.004353472497314215,16.52985191345215,15.942255020141602,13.833160400390625,0.0,0.9979234933853149,15.47350788116455,14.032447814941406,15.388813018798828,0.2110999971628189
29,12.1471586227417,696,17.715726137161255,0.012797191739082336,13.853894233703613,16.544769287109375,0.0,0.0,0.0,11.991537094116211,0.210466668009758,0.9989795684814453,0.0,0.0,0.00424327002838254,15.423477172851562,0.0,0.0,0.0,0.007889056578278542,14.887941360473633,15.695277214050293,0.9982379078865051,0.0,13.84218692779541,15.948488235473633,0.0,0.0,0.0,15.001714706420898,16.826444625854492,15.267702102661133,0.9959480166435242,0.0,0.0,0.0,1681588423.753921,0.004284288734197617,16.58315658569336,15.995220184326172,13.886969566345215,0.0,0.9980717897415161,15.520934104919434,14.074923515319824,15.436861991882324,0.21119999885559082
30,12.212987899780273,720,18.23729372024536,0.010415869764983654,13.946089744567871,16.589258193969727,0.0,0.0,0.0,12.055258750915527,0.21051666140556335,1.0,0.0,0.0,0.0032216242980211973,15.485245704650879,0.0,0.0,0.0,0.009357393719255924,14.960585594177246,15.782504081726074,0.9982379078865051,0.0,13.891714096069336,16.04338264465332,0.0,0.0,0.0,15.071623802185059,16.882009506225586,15.336567878723145,0.9967921376228333,0.0,0.0,0.0,1681588424.2754886,0.005310359410941601,16.71746826171875,16.112545013427734,13.942124366760254,0.0,0.997775137424469,15.632040023803711,14.170467376708984,15.548616409301758,0.21130000054836273
31,5.581028938293457,744,18.762513637542725,0.1993725597858429,7.061483383178711,8.725370407104492,0.0,0.0,0.0,5.547153472900391,0.2887333333492279,0.9581632614135742,0.0,0.0,0.16061735153198242,0.41258955001831055,0.8517441749572754,0.0,0.8764685988426208,0.21745482087135315,7.729943752288818,8.422903060913086,0.9726872444152832,0.0,7.3231940269470215,8.540436744689941,0.0,0.0,0.0,7.795365810394287,8.878153800964355,0.4052024185657501,0.9336484670639038,0.0,0.0,0.0,1681588424.8007085,0.20696118474006653,8.430469512939453,8.207901954650879,7.3248186111450195,0.0,0.9747849106788635,8.006900787353516,7.160132884979248,7.954660892486572,0.2921999990940094
32,6.678764820098877,768,19.272326231002808,0.032097361981868744,8.778159141540527,10.265235900878906,0.0,0.0,0.0,6.636314868927002,0.2730333209037781,0.9969387650489807,0.0,0.0,0.019692055881023407,0.7497960925102234,0.6540697813034058,0.0,0.6357837915420532,0.041871339082717896,9.160356521606445,10.01453971862793,0.9964757561683655,0.0,8.70219898223877,10.163607597351074,0.0,0.0,0.0,9.19999885559082,10.42950439453125,0.7325133085250854,0.9954414963722229,0.0,0.0,0.0,1681588425.3105211,0.03400562331080437,10.428510665893555,10.041175842285156,8.753646850585938,0.0,0.9934737682342529,9.55427074432373,8.892240524291992,9.53268814086914,0.2782999873161316
33,7.573787689208984,792,19.772599697113037,0.06676819175481796,9.822635650634766,11.76057243347168,0.0,0.0,0.0,7.51132345199585,0.30051666498184204,0.9928571581840515,0.0,0.0,0.04416763037443161,0.20115885138511658,0.9370155334472656,0.0,0.9400805830955505,0.07604117691516876,10.576202392578125,11.396754264831543,0.9903083443641663,0.0,9.929359436035156,11.580801963806152,0.0,0.0,0.0,10.6470365524292,12.0,0.19449478387832642,0.9807530045509338,0.0,0.0,0.0,1681588425.8107946,0.06425243616104126,11.970294952392578,11.520818710327148,9.953536987304688,0.0,0.9820528030395508,10.915457725524902,9.970430374145508,10.847612380981445,0.30640000104904175
34,8.190404891967773,816,20.295612812042236,0.0666922926902771,10.610139846801758,12.791732788085938,0.0,0.0,0.0,8.123943328857422,0.3013833463191986,0.9908163547515869,0.0,0.0,0.04263295233249664,0.1734088957309723,0.9437984228134155,0.0,0.9459550380706787,0.05775177478790283,11.472941398620605,12.310717582702637,0.9920704960823059,0.0,10.724574089050293,12.50259780883789,0.0,0.0,0.0,11.5462064743042,13.034573554992676,0.16529324650764465,0.97990882396698,0.0,0.0,0.0,1681588426.3338077,0.0462566502392292,13.02113151550293,12.52469539642334,10.748990058898926,0.0,0.9853159189224243,11.76486873626709,10.769217491149902,11.685179710388184,0.30709999799728394
35,8.696762084960938,840,20.78867769241333,0.03783760964870453,11.461552619934082,13.489510536193848,0.0,0.0,0.0,8.62536334991455,0.30184999108314514,0.9959183931350708,0.0,0.0,0.022539841011166573,0.169306680560112,0.942829430103302,0.0,0.943101704120636,0.06011859327554703,12.135455131530762,13.043142318725586,0.9911894202232361,0.0,11.329668045043945,13.252299308776855,0.0,0.0,0.0,12.21023941040039,13.761235237121582,0.16631698608398438,0.9888569712638855,0.0,0.0,0.0,1681588426.8268726,0.047194283455610275,13.931181907653809,13.374205589294434,11.379817962646484,0.0,0.9841293096542358,12.46084976196289,11.637178421020508,12.393360137939453,0.3073999881744385
36,9.187642097473145,864,21.288597583770752,0.053599342703819275,11.9371976852417,14.28753662109375,0.0,0.0,0.0,9.102825164794922,0.3037000000476837,0.9928571581840515,0.0,0.0,0.03341331332921982,0.09506019204854965,0.9709302186965942,0.0,0.9712991118431091,0.08223561197519302,12.904786109924316,13.733407020568848,0.9876651763916016,0.0,11.921112060546875,13.957329750061035,0.0,0.0,0.0,13.000596046447754,14.605364799499512,0.09478896856307983,0.9842984676361084,0.0,0.0,0.0,1681588427.3267925,0.06657389551401138,14.810392379760742,14.215307235717773,11.957230567932129,0.0,0.9796796441078186,13.201078414916992,12.134664535522461,13.106369972229004,0.30959999561309814
37,9.278002738952637,888,21.831799268722534,0.056848663836717606,12.053345680236816,14.530471801757812,0.0,0.0,0.0,9.202858924865723,0.30356666445732117,0.9938775300979614,0.0,0.0,0.03464977815747261,0.10809414833784103,0.9622092843055725,0.0,0.9645854234695435,0.05643744021654129,13.040817260742188,13.906705856323242,0.9920704960823059,0.0,12.086363792419434,14.111875534057617,0.0,0.0,0.0,13.122316360473633,14.7999267578125,0.10705799609422684,0.9836231470108032,0.0,0.0,0.0,1681588427.8699942,0.043730221688747406,14.917755126953125,14.326929092407227,12.121874809265137,0.0,0.9850192666053772,13.282349586486816,12.239996910095215,13.187771797180176,0.3093000054359436
38,9.530245780944824,912,22.39359188079834,0.05560678988695145,12.369510650634766,14.904664993286133,0.0,0.0,0.0,9.448744773864746,0.3041166663169861,0.9938775300979614,0.0,0.0,0.03379805013537407,0.0820825919508934,0.9757751822471619,0.0,0.9733132123947144,0.07022464275360107,13.419285774230957,14.246541023254395,0.9903083443641663,0.0,12.370338439941406,14.460831642150879,0.0,0.0,0.0,13.511839866638184,15.204329490661621,0.0819564014673233,0.9827790260314941,0.0,0.0,0.0,1681588428.4317868,0.05527137219905853,15.411151885986328,14.796902656555176,12.407752990722656,0.0,0.9829427599906921,13.628460884094238,12.568594932556152,13.530006408691406,0.31049999594688416
39,9.66760540008545,936,22.90421724319458,0.034456923604011536,12.764406204223633,15.049602508544922,0.0,0.0,0.0,9.590616226196289,0.30408334732055664,0.9948979616165161,0.0,0.0,0.019498681649565697,0.10575298219919205,0.9641472697257996,0.0,0.9642497301101685,0.05953599140048027,13.544631004333496,14.48919677734375,0.9911894202232361,0.0,12.596660614013672,14.70710563659668,0.0,0.0,0.0,13.632454872131348,15.33895206451416,0.10710112750530243,0.989870011806488,0.0,0.0,0.0,1681588428.9424121,0.04544134438037872,15.569597244262695,14.940644264221191,12.661103248596191,0.0,0.984425961971283,13.765056610107422,12.965826034545898,13.687673568725586,0.3095000088214874
40,9.878725051879883,960,23.48499608039856,0.05257031321525574,12.820972442626953,15.465636253356934,0.0,0.0,0.0,9.79516315460205,0.30445000529289246,0.9918367266654968,0.0,0.0,0.03181879594922066,0.07560621947050095,0.9777131676673889,0.0,0.9748237729072571,0.06437033414840698,13.904422760009766,14.772873878479004,0.9911894202232361,0.0,12.812487602233887,14.988346099853516,0.0,0.0,0.0,13.997108459472656,15.766639709472656,0.07582353055477142,0.9836231470108032,0.0,0.0,0.0,1681588429.523191,0.04954824596643448,16.03849220275879,15.388467788696289,12.85534381866455,0.0,0.9838327169418335,14.102636337280273,13.026772499084473,13.99884033203125,0.31060001254081726
