,test/loss/7,test/loss/8,train/loss/0,train/loss/7,test/accuracy/2,test/accuracy/5,train/accuracy/3,train/accuracy/4,train/loss/4,train/loss/6,test/accuracy/8,test/accuracy/9,test/loss/total,train/accuracy/0,train/accuracy/1,train/accuracy/5,train/accuracy/6,train/accuracy/8,train/accuracy/9,_runtime,test/loss/2,test/loss/3,test/loss/9,train/loss/3,train/loss/8,test/accuracy/7,test/accuracy/total,test/loss/6,train/loss/1,train/loss/2,test/accuracy/6,_step,test/loss/5,test/accuracy/0,train/loss/total,train/accuracy/total,test/loss/1,train/loss/5,_timestamp,test/loss/0,train/loss/9,test/accuracy/1,train/accuracy/2,train/accuracy/7,test/loss/4,test/accuracy/3,test/accuracy/4
10,165.7965850830078,184.36997985839844,16.742534637451172,165.7965850830078,0.00019999999494757503,0.0,0.0017999999690800905,0.0,157.040283203125,118.36822509765625,0.0,0.013000000268220901,107.8265380859375,0.3776000142097473,0.5771999955177307,0.0,0.00019999999494757503,0.0,0.013000000268220901,14.898788452148438,116.17302703857422,105.21272277832031,77.96174621582031,105.21272277832031,184.36997985839844,0.0,0.09700000286102295,118.36822509765625,12.282928466796875,116.17302703857422,0.00019999999494757503,240,124.31739807128906,0.3776000142097473,107.8265380859375,0.09700000286102295,12.282928466796875,124.31739807128906,1681648117.6343396,16.742534637451172,77.96174621582031,0.5771999955177307,0.00019999999494757503,0.0,157.040283203125,0.0017999999690800905,0.0
11,166.5339813232422,184.1567840576172,9.291601181030273,166.5339813232422,0.00019999999494757503,0.0,0.00139999995008111,0.0,156.39559936523438,114.51789855957031,0.0,0.009200000204145908,107.85417175292969,0.5658000111579895,0.4986000061035156,0.0,0.00019999999494757503,0.0,0.009200000204145908,16.26281499862671,116.70582580566406,103.75068664550781,83.90858459472656,103.75068664550781,184.1567840576172,0.0,0.10753999650478363,114.51789855957031,15.308323860168457,116.70582580566406,0.00019999999494757503,264,127.97242736816406,0.5658000111579895,107.85417175292969,0.10753999650478363,15.308323860168457,127.97242736816406,1681648118.998366,9.291601181030273,83.90858459472656,0.4986000061035156,0.00019999999494757503,0.0,156.39559936523438,0.00139999995008111,0.0
12,166.92100524902344,183.36183166503906,9.071440696716309,166.92100524902344,0.00019999999494757503,0.0,0.0015999999595806003,0.0,158.12144470214844,114.47476196289062,0.0,0.007799999788403511,108.22073364257812,0.5587999820709229,0.5335999727249146,0.0,0.00019999999494757503,0.0,0.007799999788403511,17.47733235359192,117.51020050048828,104.23916625976562,85.55900573730469,104.23916625976562,183.36183166503906,0.0,0.11022000014781952,114.47476196289062,12.957944869995117,117.51020050048828,0.00019999999494757503,288,129.99049377441406,0.5587999820709229,108.22073364257812,0.11022000014781952,12.957944869995117,129.99049377441406,1681648120.2128835,9.071440696716309,85.55900573730469,0.5335999727249146,0.00019999999494757503,0.0,158.12144470214844,0.0015999999595806003,0.0
13,167.55015563964844,182.35836791992188,8.99239444732666,167.55015563964844,0.00019999999494757503,0.0,0.0012000000569969416,0.0,159.51370239257812,113.2162857055664,0.0,0.006599999964237213,108.2947006225586,0.5540000200271606,0.5649999976158142,0.0,0.0,0.0,0.006599999964237213,18.54977798461914,118.53820037841797,104.62902069091797,87.07890319824219,104.62902069091797,182.35836791992188,0.0,0.11270000040531158,113.2162857055664,11.035888671875,118.53820037841797,0.0,312,130.03411865234375,0.5540000200271606,108.2947006225586,0.11270000040531158,11.035888671875,130.03411865234375,1681648121.285329,8.99239444732666,87.07890319824219,0.5649999976158142,0.00019999999494757503,0.0,159.51370239257812,0.0012000000569969416,0.0
14,168.4521484375,183.23733520507812,8.449711799621582,168.4521484375,0.00019999999494757503,0.0,0.0015999999595806003,0.0,160.70281982421875,110.73871612548828,0.0,0.004999999888241291,108.72241973876953,0.5699999928474426,0.5838000178337097,0.0,0.0,0.0,0.004999999888241291,19.666134357452393,119.64511108398438,104.54613494873047,88.53192901611328,104.54613494873047,183.23733520507812,0.0,0.11606000363826752,110.73871612548828,10.020830154418945,119.64511108398438,0.0,336,132.8995361328125,0.5699999928474426,108.72241973876953,0.11606000363826752,10.020830154418945,132.8995361328125,1681648122.4016855,8.449711799621582,88.53192901611328,0.5838000178337097,0.00019999999494757503,0.0,160.70281982421875,0.0015999999595806003,0.0
15,169.0098419189453,183.122314453125,7.361511707305908,169.0098419189453,0.00019999999494757503,0.0,0.0015999999595806003,0.0,161.97023010253906,107.64281463623047,0.0,0.004000000189989805,108.95375061035156,0.607200026512146,0.5794000029563904,0.0,0.0,0.0,0.004000000189989805,20.776230573654175,120.89107513427734,104.93534088134766,90.10128784179688,104.93534088134766,183.122314453125,0.0,0.11924000084400177,107.64281463623047,9.874671936035156,120.89107513427734,0.0,360,134.62841796875,0.607200026512146,108.95375061035156,0.11924000084400177,9.874671936035156,134.62841796875,1681648123.5117817,7.361511707305908,90.10128784179688,0.5794000029563904,0.00019999999494757503,0.0,161.97023010253906,0.0015999999595806003,0.0
16,168.35183715820312,182.8810577392578,7.2353196144104,168.35183715820312,0.00019999999494757503,0.0,0.0012000000569969416,0.0,162.4149627685547,107.57472229003906,0.0,0.003000000026077032,109.23822021484375,0.607200026512146,0.6015999913215637,0.0,0.0,0.0,0.003000000026077032,21.836811780929565,122.41138458251953,105.38372802734375,91.49523162841797,105.38372802734375,182.8810577392578,0.0,0.12132000178098679,107.57472229003906,8.960222244262695,122.41138458251953,0.0,384,135.6737060546875,0.607200026512146,109.23822021484375,0.12132000178098679,8.960222244262695,135.6737060546875,1681648124.572363,7.2353196144104,91.49523162841797,0.6015999913215637,0.00019999999494757503,0.0,162.4149627685547,0.0012000000569969416,0.0
17,169.30038452148438,181.93846130371094,6.763453006744385,169.30038452148438,0.00019999999494757503,0.0,0.0012000000569969416,0.0,163.65406799316406,105.85903930664062,0.0,0.003000000026077032,109.30840301513672,0.6254000067710876,0.6074000000953674,0.0,0.0,0.0,0.003000000026077032,22.955408096313477,123.02188873291016,105.31473541259766,92.10576629638672,105.31473541259766,181.93846130371094,0.0,0.12371999770402908,105.85903930664062,8.539741516113281,123.02188873291016,0.0,408,136.5863800048828,0.6254000067710876,109.30840301513672,0.12371999770402908,8.539741516113281,136.5863800048828,1681648125.6909592,6.763453006744385,92.10576629638672,0.6074000000953674,0.00019999999494757503,0.0,163.65406799316406,0.0012000000569969416,0.0
18,168.7097930908203,181.53631591796875,6.91056489944458,168.7097930908203,0.0,0.0,0.0012000000569969416,0.0,164.00881958007812,105.22943878173828,0.0,0.002199999988079071,109.35980987548828,0.6186000108718872,0.6326000094413757,0.0,0.0,0.0,0.002199999988079071,24.01166296005249,123.90276336669922,105.57630920410156,92.71116638183594,105.57630920410156,181.53631591796875,0.0,0.12545999884605408,105.22943878173828,7.628759384155273,123.90276336669922,0.0,432,137.3841552734375,0.6186000108718872,109.35980987548828,0.12545999884605408,7.628759384155273,137.3841552734375,1681648126.747214,6.91056489944458,92.71116638183594,0.6326000094413757,0.0,0.0,164.00881958007812,0.0012000000569969416,0.0
19,167.62551879882812,180.65602111816406,6.8884124755859375,167.62551879882812,0.0,0.0,0.0012000000569969416,0.0,164.5639190673828,104.76078796386719,0.0,0.0020000000949949026,109.27041625976562,0.6177999973297119,0.6503999829292297,0.0,0.0,0.0,0.0020000000949949026,25.10590362548828,124.79513549804688,105.2870101928711,93.59674835205078,105.2870101928711,180.65602111816406,0.0,0.12714000046253204,104.76078796386719,6.996129512786865,124.79513549804688,0.0,456,137.53451538085938,0.6177999973297119,109.27041625976562,0.12714000046253204,6.996129512786865,137.53451538085938,1681648127.8414547,6.8884124755859375,93.59674835205078,0.6503999829292297,0.0,0.0,164.5639190673828,0.0012000000569969416,0.0
20,167.20155334472656,179.86541748046875,5.965374946594238,167.20155334472656,0.0,0.0,0.00139999995008111,0.0,164.45578002929688,103.46261596679688,0.0,0.0015999999595806003,109.21424102783203,0.6571999788284302,0.6384000182151794,0.0,0.0,0.0,0.0015999999595806003,26.215441942214966,125.57762145996094,104.7079849243164,94.67369079589844,104.7079849243164,179.86541748046875,0.0,0.12985999882221222,103.46261596679688,7.284550666809082,125.57762145996094,0.0,480,138.9478302001953,0.6571999788284302,109.21424102783203,0.12985999882221222,7.284550666809082,138.9478302001953,1681648128.950993,5.965374946594238,94.67369079589844,0.6384000182151794,0.0,0.0,164.45578002929688,0.00139999995008111,0.0
21,166.01251220703125,178.78135681152344,5.941096782684326,166.01251220703125,0.0,0.0,0.00139999995008111,0.0,163.6721954345703,102.5743179321289,0.0,0.00139999995008111,108.95433044433594,0.6552000045776367,0.6492000222206116,0.0,0.0,0.0,0.00139999995008111,27.415906190872192,126.01611328125,104.47927856445312,95.51643371582031,104.47927856445312,178.78135681152344,0.0,0.13072000443935394,102.5743179321289,6.757439136505127,126.01611328125,0.0,504,139.79254150390625,0.6552000045776367,108.95433044433594,0.13072000443935394,6.757439136505127,139.79254150390625,1681648130.1514573,5.941096782684326,95.51643371582031,0.6492000222206116,0.0,0.0,163.6721954345703,0.00139999995008111,0.0
22,164.64553833007812,177.98097229003906,6.244499206542969,164.64553833007812,0.0,0.0,0.00139999995008111,0.0,163.20513916015625,102.28654479980469,0.0,0.0012000000569969416,108.59185791015625,0.6394000053405762,0.675000011920929,0.0,0.0,0.0,0.0012000000569969416,28.744364261627197,126.34729766845703,104.10478210449219,95.73914337158203,104.10478210449219,177.98097229003906,0.0,0.13169999420642853,102.28654479980469,5.9861836433410645,126.34729766845703,0.0,528,139.37850952148438,0.6394000053405762,108.59185791015625,0.13169999420642853,5.9861836433410645,139.37850952148438,1681648131.4799154,6.244499206542969,95.73914337158203,0.675000011920929,0.0,0.0,163.20513916015625,0.00139999995008111,0.0
23,164.2820281982422,177.14830017089844,5.187035083770752,164.2820281982422,0.0,0.0,0.0012000000569969416,0.0,162.91592407226562,101.14088439941406,0.0,0.0010000000474974513,108.43826293945312,0.6880000233650208,0.6471999883651733,0.0,0.0,0.0,0.0010000000474974513,30.136284351348877,126.78548431396484,103.52974700927734,96.53935241699219,103.52974700927734,177.14830017089844,0.0,0.13373999297618866,101.14088439941406,6.629128932952881,126.78548431396484,0.0,552,140.2247314453125,0.6880000233650208,108.43826293945312,0.13373999297618866,6.629128932952881,140.2247314453125,1681648132.8718355,5.187035083770752,96.53935241699219,0.6471999883651733,0.0,0.0,162.91592407226562,0.0012000000569969416,0.0
24,162.59921264648438,176.03343200683594,5.986753463745117,162.59921264648438,0.0,0.0,0.0012000000569969416,0.0,162.0046844482422,100.92166900634766,0.0,0.0010000000474974513,107.79576110839844,0.645799994468689,0.6913999915122986,0.0,0.0,0.0,0.0010000000474974513,31.328178644180298,126.5346908569336,103.35195922851562,95.94322204589844,103.35195922851562,176.03343200683594,0.0,0.13393999636173248,100.92166900634766,5.427517414093018,126.5346908569336,0.0,576,139.15447998046875,0.645799994468689,107.79576110839844,0.13393999636173248,5.427517414093018,139.15447998046875,1681648134.0637298,5.986753463745117,95.94322204589844,0.6913999915122986,0.0,0.0,162.0046844482422,0.0012000000569969416,0.0
25,162.22593688964844,175.77066040039062,5.202938079833984,162.22593688964844,0.0,0.0,0.0012000000569969416,0.0,161.20962524414062,100.5155258178711,0.0,0.0007999999797903001,107.68018341064453,0.6850000023841858,0.6729999780654907,0.0,0.0,0.0,0.0007999999797903001,32.43772840499878,126.62567138671875,102.7522964477539,96.70486450195312,102.7522964477539,175.77066040039062,0.0,0.13600000739097595,100.5155258178711,5.813430309295654,126.62567138671875,0.0,600,139.98077392578125,0.6850000023841858,107.68018341064453,0.13600000739097595,5.813430309295654,139.98077392578125,1681648135.1732795,5.202938079833984,96.70486450195312,0.6729999780654907,0.0,0.0,161.20962524414062,0.0012000000569969416,0.0
26,138.25718688964844,133.5729522705078,5.9895453453063965,138.25718688964844,0.022600000724196434,0.00019999999494757503,0.0020000000949949026,0.00019999999494757503,117.16728973388672,67.77825927734375,0.0,0.015200000256299973,75.88818359375,0.6281999945640564,0.6340000033378601,0.00019999999494757503,0.00139999995008111,0.0,0.015200000256299973,33.488343477249146,46.582000732421875,79.88150787353516,61.531349182128906,79.88150787353516,133.5729522705078,0.0,0.13038000464439392,67.77825927734375,6.157156944274902,46.582000732421875,0.00139999995008111,624,101.964599609375,0.6281999945640564,75.88818359375,0.13038000464439392,6.157156944274902,101.964599609375,1681648136.2238946,5.9895453453063965,61.531349182128906,0.6340000033378601,0.022600000724196434,0.0,117.16728973388672,0.0020000000949949026,0.00019999999494757503
27,135.3476104736328,122.40760040283203,12.980548858642578,135.3476104736328,0.382999986410141,0.0006000000284984708,0.0020000000949949026,0.0006000000284984708,100.77715301513672,59.9718017578125,0.0,0.02199999988079071,67.59620666503906,0.3702000081539154,0.3887999951839447,0.0006000000284984708,0.0010000000474974513,0.0,0.02199999988079071,34.527623891830444,11.920732498168945,73.87236785888672,53.097110748291016,73.87236785888672,122.40760040283203,0.0,0.11682000011205673,59.9718017578125,13.818523406982422,11.920732498168945,0.0010000000474974513,648,91.76861572265625,0.3702000081539154,67.59620666503906,0.11682000011205673,13.818523406982422,91.76861572265625,1681648137.263175,12.980548858642578,53.097110748291016,0.3887999951839447,0.382999986410141,0.0,100.77715301513672,0.0020000000949949026,0.0006000000284984708
28,129.25335693359375,123.64563751220703,8.729877471923828,129.25335693359375,0.259799987077713,0.00039999998989515007,0.0026000000070780516,0.00019999999494757503,94.63760375976562,66.20940399169922,0.0,0.013199999928474426,67.31830596923828,0.49540001153945923,0.48100000619888306,0.00039999998989515007,0.00019999999494757503,0.0,0.013199999928474426,35.64166235923767,15.645444869995117,73.29579162597656,58.4632682800293,73.29579162597656,123.64563751220703,0.0,0.1252799928188324,66.20940399169922,9.689019203186035,15.645444869995117,0.00019999999494757503,672,93.61360931396484,0.49540001153945923,67.31830596923828,0.1252799928188324,9.689019203186035,93.61360931396484,1681648138.3772135,8.729877471923828,58.4632682800293,0.48100000619888306,0.259799987077713,0.0,94.63760375976562,0.0026000000070780516,0.00019999999494757503
29,127.79937744140625,125.58090209960938,8.696146011352539,127.79937744140625,0.3393999934196472,0.00019999999494757503,0.002400000113993883,0.00019999999494757503,89.24197387695312,67.09892272949219,0.0,0.007600000128149986,66.92691040039062,0.4803999960422516,0.4657999873161316,0.00019999999494757503,0.00019999999494757503,0.0,0.007600000128149986,36.6985547542572,12.209610939025879,73.39917755126953,61.18017578125,73.39917755126953,125.58090209960938,0.0,0.1296200007200241,67.09892272949219,10.036229133605957,12.209610939025879,0.00019999999494757503,696,94.02655792236328,0.4803999960422516,66.92691040039062,0.1296200007200241,10.036229133605957,94.02655792236328,1681648139.4341059,8.696146011352539,61.18017578125,0.4657999873161316,0.3393999934196472,0.0,89.24197387695312,0.002400000113993883,0.00019999999494757503
30,123.7858657836914,125.42230987548828,8.726215362548828,123.7858657836914,0.37459999322891235,0.0,0.002199999988079071,0.0006000000284984708,82.2669677734375,69.2387466430664,0.0,0.005200000014156103,65.63268280029297,0.4733999967575073,0.49219998717308044,0.0,0.0,0.0,0.005200000014156103,37.79989242553711,10.913810729980469,72.3025894165039,62.66989517211914,72.3025894165039,125.42230987548828,0.0,0.13481999933719635,69.2387466430664,8.816972732543945,10.913810729980469,0.0,720,92.18343353271484,0.4733999967575073,65.63268280029297,0.13481999933719635,8.816972732543945,92.18343353271484,1681648140.5354435,8.726215362548828,62.66989517211914,0.49219998717308044,0.37459999322891235,0.0,82.2669677734375,0.002199999988079071,0.0006000000284984708
31,120.75302124023438,124.79313659667969,8.416418075561523,120.75302124023438,0.41620001196861267,0.0,0.0017999999690800905,0.0006000000284984708,79.1355972290039,69.73413848876953,0.0,0.004000000189989805,64.67780303955078,0.4844000041484833,0.49540001153945923,0.0,0.0,0.0,0.004000000189989805,38.850016832351685,9.744595527648926,71.47761535644531,63.206504821777344,71.47761535644531,124.79313659667969,0.0,0.14023999869823456,69.73413848876953,8.543502807617188,9.744595527648926,0.0,744,90.97350311279297,0.4844000041484833,64.67780303955078,0.14023999869823456,8.543502807617188,90.97350311279297,1681648141.585568,8.416418075561523,63.206504821777344,0.49540001153945923,0.41620001196861267,0.0,79.1355972290039,0.0017999999690800905,0.0006000000284984708
32,117.49837493896484,123.82466125488281,7.878142833709717,117.49837493896484,0.42820000648498535,0.0,0.0020000000949949026,0.0006000000284984708,76.18632507324219,69.31491088867188,0.0,0.0031999999191612005,63.515254974365234,0.5,0.508400022983551,0.0,0.00019999999494757503,0.0,0.0031999999191612005,39.9188072681427,9.396308898925781,69.8879623413086,63.2989616394043,69.8879623413086,123.82466125488281,0.0,0.1442600041627884,69.31491088867188,8.077666282653809,9.396308898925781,0.00019999999494757503,768,89.78923797607422,0.5,63.515254974365234,0.1442600041627884,8.077666282653809,89.78923797607422,1681648142.6543584,7.878142833709717,63.2989616394043,0.508400022983551,0.42820000648498535,0.0,76.18632507324219,0.0020000000949949026,0.0006000000284984708
33,115.43012237548828,123.0552749633789,7.169939041137695,115.43012237548828,0.4410000145435333,0.0,0.0017999999690800905,0.0006000000284984708,74.18704223632812,67.86844635009766,0.0,0.00279999990016222,62.6633186340332,0.5297999978065491,0.5037999749183655,0.0,0.00019999999494757503,0.0,0.00279999990016222,41.09951210021973,9.10962963104248,68.76937866210938,63.14836883544922,68.76937866210938,123.0552749633789,0.0,0.14800000190734863,67.86844635009766,8.0563325881958,9.10962963104248,0.00019999999494757503,792,89.838623046875,0.5297999978065491,62.6633186340332,0.14800000190734863,8.0563325881958,89.838623046875,1681648143.8350632,7.169939041137695,63.14836883544922,0.5037999749183655,0.4410000145435333,0.0,74.18704223632812,0.0017999999690800905,0.0006000000284984708
34,111.83857727050781,120.35160064697266,8.341720581054688,111.83857727050781,0.4846000075340271,0.0,0.0010000000474974513,0.0006000000284984708,70.01932525634766,66.29549407958984,0.0,0.002400000113993883,60.96946334838867,0.47040000557899475,0.5351999998092651,0.0,0.00019999999494757503,0.0,0.002400000113993883,42.39773726463318,7.975999355316162,68.02351379394531,62.50114822387695,68.02351379394531,120.35160064697266,0.0,0.1494400054216385,66.29549407958984,7.0817131996154785,7.975999355316162,0.00019999999494757503,816,87.26554870605469,0.47040000557899475,60.96946334838867,0.1494400054216385,7.0817131996154785,87.26554870605469,1681648145.1332884,8.341720581054688,62.50114822387695,0.5351999998092651,0.4846000075340271,0.0,70.01932525634766,0.0010000000474974513,0.0006000000284984708
35,110.21005249023438,120.4354248046875,6.953226566314697,110.21005249023438,0.4603999853134155,0.0,0.0010000000474974513,0.0006000000284984708,69.28330993652344,64.82280731201172,0.0,0.002400000113993883,60.16596603393555,0.5303999781608582,0.52920001745224,0.0,0.00019999999494757503,0.0,0.002400000113993883,43.80451679229736,8.477493286132812,66.14299011230469,61.95645523071289,66.14299011230469,120.4354248046875,0.0,0.15241999924182892,64.82280731201172,7.087615013122559,8.477493286132812,0.00019999999494757503,840,86.29029846191406,0.5303999781608582,60.16596603393555,0.15241999924182892,7.087615013122559,86.29029846191406,1681648146.540068,6.953226566314697,61.95645523071289,0.52920001745224,0.4603999853134155,0.0,69.28330993652344,0.0010000000474974513,0.0006000000284984708
36,107.86793518066406,118.4916000366211,7.327542304992676,107.86793518066406,0.490200012922287,0.0,0.0006000000284984708,0.0007999999797903001,66.74095153808594,63.726356506347656,0.0,0.0020000000949949026,58.9194450378418,0.503000020980835,0.5365999937057495,0.0,0.00019999999494757503,0.0,0.0020000000949949026,45.05974006652832,7.636221885681152,64.91572570800781,61.149837493896484,64.91572570800781,118.4916000366211,0.0,0.15333999693393707,63.726356506347656,6.77189826965332,7.636221885681152,0.00019999999494757503,864,84.56637573242188,0.503000020980835,58.9194450378418,0.15333999693393707,6.77189826965332,84.56637573242188,1681648147.7952912,7.327542304992676,61.149837493896484,0.5365999937057495,0.490200012922287,0.0,66.74095153808594,0.0006000000284984708,0.0007999999797903001
